"","WT.GSM130365","WT.GSM130366","WT.GSM130367","KO.GSM130368","KO.GSM130369","KO.GSM130370"
"100134_at",9.69766263347052,10.1221809012598,9.6560672737256,10.2001629739997,10.4408691676109,10.6355367519178
"100136_at",8.94573644261376,9.22953985773954,8.82813648419411,8.58496250072116,8.26256470208851,8.56947590177766
"100138_f_at",9.4641372862766,9.42080238163181,9.50620838930674,9.68562483972635,9.58289465940685,9.84705734609134
"100139_at",7.96520709119934,7.70528679027247,7.29829173062012,8.14006285569821,8.38413617244761,8.4178525148859
"100141_at",7.3931759143488,7.07788386443832,6.96231765494231,6.39746072605472,6.03562390973072,6.876516946565
"100142_at",8.34518344718767,9.10013667128545,8.14974711950468,8.95477792500507,8.47167521439204,8.27751988664136
"100143_at",3.16992500144231,4.71149490665009,6.36457243229586,4.86789646399265,4.71149490665009,3.85798099512757
"100144_at",13.8971364104116,13.8870492186011,13.9255822550625,13.7273036046052,13.682094812637,13.790633586179
"100147_at",4.59693514238723,5.4262647547021,7.76950729143624,6.15583017155653,5.49825086752783,5.94485844580754
"100148_at",9.69853104681215,9.80751592814458,9.37503943134693,9.6093634503938,9.67348575733779,9.83462905831261
"100149_at",5.95884267524324,5.02236781302845,5.71699089440494,3.97269265400426,5.85798099512757,5.65821148275179
"100150_f_at",3.37851162325373,2.82781902461732,2.70043971814109,3.01792190799726,3.75488750216347,3.18586654531133
"100151_at",10.1809037091794,10.3662129150268,10.0497124397244,9.53235592528885,9.90282729911311,10.3456270121538
"100152_at",3.81762325751143,7.07895134139482,5.97727992349992,4.12928301694497,5.6667565918848,6.33985000288462
"100153_at",8.49105137636412,8.22929950871093,8.14771372235215,8.7323370447384,8.30103884990315,8.07948478382682
"100154_at",9.07360604057494,9.13775966135219,8.65892551149237,9.38046106508897,9.39489136644259,9.40450296122688
"100155_at",9.22207035524718,9.13468300468756,9.15860968821448,8.65928239338433,9.24245960116527,8.60510907383293
"100156_at",11.9760986628399,11.8913660205126,12.0920303257519,12.3940606990546,12.3615874410645,12.2693897073459
"100213_f_at",14.8800474179647,14.7659904890961,15.5039033602533,15.6426919837342,14.908486445444,14.8950450607967
"100225_f_at",8.13185696060879,8.67136414660119,8.30879406721648,8.42710328715284,8.42374622911477,8.53255073928427
"100272_at",3.96347412397489,3.47248777146274,4.78135971352466,4.20163386116965,3.79701297783614,6.30742852519225
"100277_at",8.30970371103028,8.04603261475421,7.7983097824546,7.2240016741981,7.80606622608903,8.08321336824898
"100278_at",4.54225804976692,4.49825086752783,4.48542682717024,3.79701297783614,4.27052894238072,5.71424551766612
"100279_at",4.90207357931074,4.28540221886225,4.98641093525204,4.70043971814109,4.73335434061383,4.88264304936184
"100280_at",7.00562454919388,6.22881869049588,6.5909612413426,3.27798474729977,6.60584986719498,5.74953426766926
"100281_at",4.24792751344359,6.05528243550119,6.59991284218713,3.33628338786443,3.37851162325373,6.51254295509686
"100282_at",7.952450058359,8.09855851793841,8.31015831794782,7.8814199080924,7.8648051942415,8.04766925139131
